Parameter,median,UpperCI,LowerCI,sd
bmax,865.9850276913985,885.7464635007016,845.9631327545458,10.143662058825832
emax,2.0789190151768233,2.1487281112156147,2.0237774767528163,0.03180166057937058
emin,-0.46980719729742537,-0.4362316093513122,-0.5060965033108579,0.017799609667879225
epeak,0.8324279289335228,0.8916617602432865,0.7675488790090029,0.031814253003815504
prec.y,5.158423508749827e-5,5.562302223780045e-5,4.779969454363237e-5,1.9902402194237967e-6
